name	symbol	price	24h	7d	market_cap	volume(usd)	volume(coin)	circulating_supply	url
131	iExec RLC	RLC	$0.853299	13.34%	2.21%	$68,324,361	$2,679,211	3,139,825 RLC	80,070,793 RLC	https://coinmarketcap.com/currencies/rlc/historical-data/?start=20100101&end=20210101
132	Oasis Network	ROSE	$0.045977	8.21%	7.36%	$68,966,210	$9,085,841	197,615,054 ROSE	1,500,000,000 ROSE	https://coinmarketcap.com/currencies/oasis-network/historical-data/?start=20100101&end=20210101
133	BitShares	BTS	$0.022356	2.79%	9.19%	$66,951,106	$9,644,795	431,425,658 BTS	2,994,820,000 BTS	https://coinmarketcap.com/currencies/bitshares/historical-data/?start=20100101&end=20210101
134	Komodo	KMD	$0.540812	1.47%	1.80%	$66,719,012	$2,672,331	4,941,331 KMD	123,368,223 KMD	https://coinmarketcap.com/currencies/komodo/historical-data/?start=20100101&end=20210101
135	Storj	STORJ	$0.308642	3.03%	7.76%	$66,697,024	$29,810,362	96,585,701 STORJ	216,098,645 STORJ	https://coinmarketcap.com/currencies/storj/historical-data/?start=20100101&end=20210101
136	Keep3rV1	KP3R	$331.37	6.10%	13.53%	$66,274,278	$15,178,638	45,806 KP3R	200,001 KP3R	https://coinmarketcap.com/currencies/keep3rv1/historical-data/?start=20100101&end=20210101
137	Kava.io	KAVA	$1.38	4.90%	7.50%	$64,600,971	$15,171,772	11,009,052 KAVA	46,876,230 KAVA	https://coinmarketcap.com/currencies/kava/historical-data/?start=20100101&end=20210101
138	Solana	SOL	$1.38	7.05%	9.79%	$64,170,247	$11,085,135	8,044,759 SOL	46,569,948 SOL	https://coinmarketcap.com/currencies/solana/historical-data/?start=20100101&end=20210101
139	Steem	STEEM	$0.162119	0.61%	4.52%	$63,934,618	$2,843,952	17,542,389 STEEM	394,368,824 STEEM	https://coinmarketcap.com/currencies/steem/historical-data/?start=20100101&end=20210101
140	DxChain Token	DX	$0.001253	8.80%	20.40%	$62,660,463	$129,608	103,420,920 DX	50,000,000,000 DX	https://coinmarketcap.com/currencies/dxchain-token/historical-data/?start=20100101&end=20210101
141	Wanchain	WAN	$0.368729	9.67%	0.89%	$62,325,670	$5,793,884	15,713,139 WAN	169,028,581 WAN	https://coinmarketcap.com/currencies/wanchain/historical-data/?start=20100101&end=20210101
142	Civic	CVC	$0.089313	0.32%	0.29%	$59,839,921	$23,080,181	258,418,150 CVC	670,000,000 CVC	https://coinmarketcap.com/currencies/civic/historical-data/?start=20100101&end=20210101
143	OriginTrail	TRAC	$0.173268	7.03%	10.15%	$58,880,618	$436,789	2,520,882 TRAC	339,823,514 TRAC	https://coinmarketcap.com/currencies/origintrail/historical-data/?start=20100101&end=20210101
144	Ankr	ANKR	$0.008983	2.07%	11.59%	$58,355,045	$21,253,472	2,365,990,876 ANKR	6,496,232,711 ANKR	https://coinmarketcap.com/currencies/ankr/historical-data/?start=20100101&end=20210101
145	aelf	ELF	$0.107559	1.45%	1.15%	$58,563,642	$16,214,455	150,749,667 ELF	544,480,200 ELF	https://coinmarketcap.com/currencies/aelf/historical-data/?start=20100101&end=20210101
146	Utrust	UTK	$0.129492	18.99%	2.22%	$58,268,735	$3,089,015	23,854,955 UTK	449,981,000 UTK	https://coinmarketcap.com/currencies/utrust/historical-data/?start=20100101&end=20210101
147	TomoChain	TOMO	$0.752649	9.99%	2.15%	$57,540,651	$6,329,739	8,409,946 TOMO	76,450,825 TOMO	https://coinmarketcap.com/currencies/tomochain/historical-data/?start=20100101&end=20210101
148	Swipe	SXP	$0.709150	4.08%	17.17%	$56,992,183	$39,260,992	55,363,480 SXP	80,366,934 SXP	https://coinmarketcap.com/currencies/swipe/historical-data/?start=20100101&end=20210101
149	KuCoin Shares	KCS	$0.693644	0.91%	8.76%	$55,573,778	$6,981,098	10,064,388 KCS	80,118,638 KCS	https://coinmarketcap.com/currencies/kucoin-shares/historical-data/?start=20100101&end=20210101
150	JUST	JST	$0.024329	6.26%	5.43%	$54,991,741	$59,848,637	2,459,959,840 JST	2,260,326,706 JST	https://coinmarketcap.com/currencies/just/historical-data/?start=20100101&end=20210101
151	Energi	NRG	$1.52	9.32%	2.87%	$55,011,861	$2,540,953	1,675,037 NRG	36,264,694 NRG	https://coinmarketcap.com/currencies/energi/historical-data/?start=20100101&end=20210101
152	WAX	WAXP	$0.037149	0.82%	7.66%	$54,400,672	$1,259,113	33,893,892 WAXP	1,464,403,764 WAXP	https://coinmarketcap.com/currencies/wax/historical-data/?start=20100101&end=20210101
153	The Midas Touch Gold	TMTG	$0.006662	7.96%	11.47%	$54,899,149	$4,206,374	631,434,095 TMTG	8,241,111,256 TMTG	https://coinmarketcap.com/currencies/the-midas-touch-gold/historical-data/?start=20100101&end=20210101
154	DFI.Money	YFII	$1,401.36	5.64%	14.32%	$54,086,791	$99,671,709	71,125 YFII	38,596 YFII	https://coinmarketcap.com/currencies/yearn-finance-ii/historical-data/?start=20100101&end=20210101
155	Serum	SRM	$1.04	7.76%	2.62%	$52,196,436	$51,191,103	49,036,972 SRM	50,000,000 SRM	https://coinmarketcap.com/currencies/serum/historical-data/?start=20100101&end=20210101
156	Electroneum	ETN	$0.005076	2.53%	1.75%	$51,880,611	$714,809	140,829,573 ETN	10,221,364,144 ETN	https://coinmarketcap.com/currencies/electroneum/historical-data/?start=20100101&end=20210101
157	Divi	DIVI	$0.024510	6.71%	5.85%	$50,697,575	$284,540	11,609,036 DIVI	2,068,424,181 DIVI	https://coinmarketcap.com/currencies/divi/historical-data/?start=20100101&end=20210101
158	Velas	VLX	$0.023671	0.94%	10.58%	$49,858,989	$1,321,205	55,814,396 VLX	2,106,296,362 VLX	https://coinmarketcap.com/currencies/velas/historical-data/?start=20100101&end=20210101
159	QuarkChain	QKC	$0.005410	1.05%	1.76%	$49,370,214	$2,428,757	448,963,109 QKC	9,126,234,189 QKC	https://coinmarketcap.com/currencies/quarkchain/historical-data/?start=20100101&end=20210101
160	Hive	HIVE	$0.116958	0.51%	5.37%	$48,987,238	$1,921,909	16,432,537 HIVE	418,846,382 HIVE	https://coinmarketcap.com/currencies/hive-blockchain/historical-data/?start=20100101&end=20210101
161	Ark	ARK	$0.386590	2.86%	1.91%	$48,743,878	$3,036,480	7,854,517 ARK	126,086,685 ARK	https://coinmarketcap.com/currencies/ark/historical-data/?start=20100101&end=20210101
162	Polymath	POLY	$0.087903	2.08%	27.00%	$48,844,996	$12,891,002	146,650,739 POLY	555,670,901 POLY	https://coinmarketcap.com/currencies/polymath-network/historical-data/?start=20100101&end=20210101
163	Stratis	STRAX	$0.484776	2.49%	15.07%	$48,513,740	$1,196,329	2,467,795 STRAX	100,074,480 STRAX	https://coinmarketcap.com/currencies/stratis/historical-data/?start=20100101&end=20210101
164	Fantom	FTM	$0.017310	4.27%	11.27%	$44,054,526	$5,326,497	307,708,860 FTM	2,545,006,273 FTM	https://coinmarketcap.com/currencies/fantom/historical-data/?start=20100101&end=20210101
165	Haven Protocol	XHV	$3.08	1.72%	8.98%	$43,747,197	$880,852	286,116 XHV	14,209,828 XHV	https://coinmarketcap.com/currencies/haven-protocol/historical-data/?start=20100101&end=20210101
166	Pundi X	NPXS	$0.000178	3.42%	8.81%	$41,717,966	$2,011,368	11,312,060,830 NPXS	234,624,488,396 NPXS	https://coinmarketcap.com/currencies/pundi-x/historical-data/?start=20100101&end=20210101
167	Melon	MLN	$28.68	3.65%	8.34%	$42,373,016	$2,180,132	76,004 MLN	1,477,204 MLN	https://coinmarketcap.com/currencies/melon/historical-data/?start=20100101&end=20210101
168	Power Ledger	POWR	$0.100248	0.25%	2.79%	$42,504,477	$2,428,419	24,224,067 POWR	423,992,467 POWR	https://coinmarketcap.com/currencies/power-ledger/historical-data/?start=20100101&end=20210101
169	ShareToken	SHR	$0.020154	2.66%	10.09%	$41,785,566	$2,293,071	113,776,400 SHR	2,073,294,289 SHR	https://coinmarketcap.com/currencies/sharetoken/historical-data/?start=20100101&end=20210101
170	Fetch.ai	FET	$0.055409	9.59%	3.49%	$41,341,609	$4,575,504	82,576,513 FET	746,113,681 FET	https://coinmarketcap.com/currencies/fetch/historical-data/?start=20100101&end=20210101
FiroXZC $3.60 6.35% 2.20%	https://coinmarketcap.com/currencies/firo/historical-data/?start=20100101&end=20210101
SingularityNETAGI $0.048057 5.55% 4.03%	https://coinmarketcap.com/currencies/singularitynet/historical-data/?start=20100101&end=20210101
HarmonyONE $0.004966 1.42% 1.24%	https://coinmarketcap.com/currencies/harmony/historical-data/?start=20100101&end=20210101
174	IoTeX	IOTX	$0.006611	5.53%	5.92%	$37,908,442	$4,050,810	612,754,746 IOTX	5,734,304,441 IOTX	https://coinmarketcap.com/currencies/iotex/historical-data/?start=20100101&end=20210101
175	STASIS EURO	EURS	$1.20	1.06%	1.42%	$38,312,836	$1,570,849	1,311,167 EURS	31,979,207 EURS	https://coinmarketcap.com/currencies/stasis-euro/historical-data/?start=20100101&end=20210101
176	MCO	MCO	$2.41	9.29%	6.99%	$37,991,834	$33,570,171	13,955,673 MCO	15,793,831 MCO	https://coinmarketcap.com/currencies/crypto-com/historical-data/?start=20100101&end=20210101
177	Nexalt	XLT	$1.85	44.67%	12.57%	$36,500,154	$662,524	358,100 XLT	19,728,638 XLT	https://coinmarketcap.com/currencies/nexalt/historical-data/?start=20100101&end=20210101
178	Ultra	UOS	$0.129416	4.31%	17.82%	$36,561,283	$597,931	4,620,234 UOS	282,510,439 UOS	https://coinmarketcap.com/currencies/ultra/historical-data/?start=20100101&end=20210101
179	IRISnet	IRIS	$0.038302	6.07%	4.30%	$35,924,325	$3,388,808	88,475,467 IRIS	937,917,244 IRIS	https://coinmarketcap.com/currencies/irisnet/historical-data/?start=20100101&end=20210101
180	Travala.com	AVA	$0.768085	0.54%	6.12%	$35,909,182	$971,806	1,265,232 AVA	46,751,597 AVA	https://coinmarketcap.com/currencies/travala/historical-data/?start=20100101&end=20210101
181	AdEx Network	ADX	$0.314198	0.88%	13.11%	$35,465,984	$2,593,578	8,254,609 ADX	112,877,954 ADX	https://coinmarketcap.com/currencies/adx-net/historical-data/?start=20100101&end=20210101
182	SOLVE	SOLVE	$0.093850	3.44%	2.71%	$35,254,933	$91,054	970,210 SOLVE	375,652,790 SOLVE	https://coinmarketcap.com/currencies/solve/historical-data/?start=20100101&end=20210101
183	DIA	DIA	$1.24	9.34%	8.26%	$35,147,065	$9,406,223	7,566,263 DIA	28,271,916 DIA	https://coinmarketcap.com/currencies/dia/historical-data/?start=20100101&end=20210101
184	Syscoin	SYS	$0.056926	2.39%	6.90%	$34,326,130	$1,709,761	30,034,563 SYS	602,990,863 SYS	https://coinmarketcap.com/currencies/syscoin/historical-data/?start=20100101&end=20210101
185	Request	REQ	$0.033995	0.15%	19.77%	$33,993,660	$560,967	16,501,546 REQ	999,966,001 REQ	https://coinmarketcap.com/currencies/request/historical-data/?start=20100101&end=20210101
186	LBRY Credits	LBC	$0.065395	23.44%	18.58%	$33,688,583	$62,503,196	955,776,574 LBC	515,153,788 LBC	https://coinmarketcap.com/currencies/library-credit/historical-data/?start=20100101&end=20210101
187	Aion	AION	$0.069079	4.32%	7.09%	$33,675,768	$1,336,042	19,340,804 AION	487,496,874 AION	https://coinmarketcap.com/currencies/aion/historical-data/?start=20100101&end=20210101
188	Voyager Token	VGX	$0.150484	6.41%	4.04%	$33,451,761	$374,428	2,488,167 VGX	222,295,208 VGX	https://coinmarketcap.com/currencies/voyager-token/historical-data/?start=20100101&end=20210101
189	Alpha Finance Lab	ALPHA	$0.188078	13.82%	6.84%	$32,751,301	$19,607,825	104,253,474 ALPHA	174,136,442 ALPHA	https://coinmarketcap.com/currencies/alpha-finance-lab/historical-data/?start=20100101&end=20210101
190	Hxro	HXRO	$0.180655	1.64%	4.14%	$32,362,741	$243,229	1,346,372 HXRO	179,141,316 HXRO	https://coinmarketcap.com/currencies/hxro/historical-data/?start=20100101&end=20210101
191	TrustSwap	SWAP	$0.457522	1.25%	17.26%	$32,251,488	$1,027,922	2,246,715 SWAP	70,491,615 SWAP	https://coinmarketcap.com/currencies/trustswap/historical-data/?start=20100101&end=20210101
192	GateToken	GT	$0.437829	0.14%	1.20%	$32,200,400	$31,206,959	71,276,533 GT	73,545,548 GT	https://coinmarketcap.com/currencies/gatetoken/historical-data/?start=20100101&end=20210101
193	xDai	STAKE	$8.86	11.14%	4.38%	$32,021,048	$1,847,560	208,493 STAKE	3,613,510 STAKE	https://coinmarketcap.com/currencies/xdai/historical-data/?start=20100101&end=20210101
194	Groestlcoin	GRS	$0.403153	7.35%	34.25%	$30,883,826	$31,480,565	78,085,869 GRS	76,605,689 GRS	https://coinmarketcap.com/currencies/groestlcoin/historical-data/?start=20100101&end=20210101
195	Handshake	HNS	$0.090142	6.81%	7.04%	$31,046,641	$513,096	5,692,095 HNS	344,419,462 HNS	https://coinmarketcap.com/currencies/handshake/historical-data/?start=20100101&end=20210101
196	ReddCoin	RDD	$0.001249	12.64%	11.05%	$35,993,008	$102,443	81,994,911 RDD	28,808,713,174 RDD	https://coinmarketcap.com/currencies/redd/historical-data/?start=20100101&end=20210101
197	Morpheus.Network	MRPH	$0.651763	10.67%	5.09%	$30,750,168	$1,566,629	2,403,681 MRPH	47,180,014 MRPH	https://coinmarketcap.com/currencies/morpheus-network/historical-data/?start=20100101&end=20210101
198	Aeternity	AE	$0.093567	1.90%	25.51%	$30,693,573	$8,141,077	87,007,789 AE	328,037,669 AE	https://coinmarketcap.com/currencies/aeternity/historical-data/?start=20100101&end=20210101
199	Super Zero Protocol	SERO	$0.101399	1.63%	3.91%	$30,621,018	$3,193,644	31,495,898 SERO	301,986,186 SERO	https://coinmarketcap.com/currencies/super-zero-protocol/historical-data/?start=20100101&end=20210101
200	SUN	SUN	$6.64	0.65%	22.58%	$30,656,247	$50,997,539	7,676,806 SUN	4,614,773 SUN	https://coinmarketcap.com/currencies/sun/historical-data/?start=20100101&end=20210101
201	Tixl	MTXLT	$48.39	18.57%	27.52%	$2,971,960,322	$430	9 MTXLT	61,415,824 MTXLT	https://coinmarketcap.com/currencies/tixl/historical-data/?start=20100101&end=20210101
202	KnoxFS	KFX	$13.35	3.48%	652772.30%	$1,792,041,810	$0	0 KFX	134,192,769 KFX	https://coinmarketcap.com/currencies/knoxfs/historical-data/?start=20100101&end=20210101
203	Counos X	CCXX	$87.42	0.32%	0.63%	$1,548,113,222	$1,098,540	12,566 CCXX	17,708,439 CCXX	https://coinmarketcap.com/currencies/counos-x/historical-data/?start=20100101&end=20210101
204	MINDOL	MIN	$7.88	0.09%	1370.62%	$1,350,167,804	$1,147,768	145,571 MIN	171,240,814 MIN	https://coinmarketcap.com/currencies/mindol/historical-data/?start=20100101&end=20210101
205	HEX	HEX	$0.007138	10.01%	44.64%	$1,237,858,710	$6,017,220	842,949,682 HEX	173,411,074,413 HEX	https://coinmarketcap.com/currencies/hex/historical-data/?start=20100101&end=20210101
206	ExtStock Token	XT	$2.01	13.12%	19.09%	$1,206,647,075	$0	0 XT	601,588,625 XT	https://coinmarketcap.com/currencies/extstock-token/historical-data/?start=20100101&end=20210101
207	CryptalDash	CRD	$0.890858	1.87%	119.71%	$890,858,122	$0	0 CRD	1,000,000,000 CRD	https://coinmarketcap.com/currencies/cryptaldash/historical-data/?start=20100101&end=20210101
208	IZE	IZE	$0.186945	7.53%	3.37%	$777,856,763	$62,871	336,305 IZE	4,160,881,000 IZE	https://coinmarketcap.com/currencies/ize/historical-data/?start=20100101&end=20210101
209	INO COIN	INO	$4.37	4.19%	9.10%	$786,311,483	$385,222	88,186 INO	180,003,180 INO	https://coinmarketcap.com/currencies/ino-coin/historical-data/?start=20100101&end=20210101
210	DeFiChain	DFI	$1.37	5.71%	118.22%	$528,555,099	$8,434,689	6,151,828 DFI	385,500,858 DFI	https://coinmarketcap.com/currencies/defichain/historical-data/?start=20100101&end=20210101
211	Insight Chain	INB	$1.37	2.30%	2.26%	$478,782,323	$2,142,274	1,565,612 INB	349,902,689 INB	https://coinmarketcap.com/currencies/insight-chain/historical-data/?start=20100101&end=20210101
212	ThoreCoin	THR	$5,239.79	3.46%	18.85%	$454,216,924	$34,373	7 THR	86,686 THR	https://coinmarketcap.com/currencies/thorecoin/historical-data/?start=20100101&end=20210101
213	Homeros	HMR	$1.04	0.70%	3.46%	$426,622,612	$9,538,518	9,128,155 HMR	408,268,600 HMR	https://coinmarketcap.com/currencies/homeros/historical-data/?start=20100101&end=20210101
214	Basid Coin	BASID	$0.721553	5.79%	11.08%	$337,393,133	$3,479,864	4,822,739 BASID	467,592,726 BASID	https://coinmarketcap.com/currencies/basid-coin/historical-data/?start=20100101&end=20210101
215	Creditcoin	CTC	$0.621410	0.58%	5.95%	$336,579,139	$5,681,518	9,142,952 CTC	541,638,181 CTC	https://coinmarketcap.com/currencies/creditcoin/historical-data/?start=20100101&end=20210101
216	Bitcoin Cash ABC	BCHA	$15.99	3.38%	9.41%	$296,969,324	$2,993,390	187,211 BCHA	18,572,921 BCHA	https://coinmarketcap.com/currencies/bitcoin-cash-abc-2/historical-data/?start=20100101&end=20210101
217	Zelwin	ZLW	$4.48	1.48%	0.99%	$284,482,803	$190,561	42,491 ZLW	63,433,009 ZLW	https://coinmarketcap.com/currencies/zelwin/historical-data/?start=20100101&end=20210101
218	Cipher Core Token	CIPHC	$30.81	3.46%	0.50%	$227,288,774	$56,475	1,833 CIPHC	7,376,805 CIPHC	https://coinmarketcap.com/currencies/cipher-core-token/historical-data/?start=20100101&end=20210101
219	botXcoin	BOTX	$0.137550	13.70%	11.27%	$224,496,160	$234	1,701 BOTX	1,632,102,305 BOTX	https://coinmarketcap.com/currencies/botxcoin/historical-data/?start=20100101&end=20210101
220	Empty Set Dollar	ESD	$0.912386	6.30%	12.57%	$193,909,632	$15,671,419	17,176,297 ESD	212,530,179 ESD	https://coinmarketcap.com/currencies/empty-set-dollar/historical-data/?start=20100101&end=20210101
221	Cryptonex	CNX	$3.37	3.28%	20.22%	$187,821,326	$1,490,582	441,936 CNX	55,686,329 CNX	https://coinmarketcap.com/currencies/cryptonex/historical-data/?start=20100101&end=20210101
222	Largo Coin	LRG	$9.89	2.16%	0.21%	$174,275,121	$842,132	85,179 LRG	17,627,472 LRG	https://coinmarketcap.com/currencies/largo-coin/historical-data/?start=20100101&end=20210101
223	Chimpion	BNANA	$5.42	26.01%	13.74%	$172,062,969	$594,283	109,582 BNANA	31,727,387 BNANA	https://coinmarketcap.com/currencies/chimpion/historical-data/?start=20100101&end=20210101
224	Doctors Coin	DRS	$0.742245	3.78%	4.84%	$170,524,478	$35,138	47,341 DRS	229,741,603 DRS	https://coinmarketcap.com/currencies/doctors-coin/historical-data/?start=20100101&end=20210101
225	TNC Coin	TNC	$0.069924	15.56%	22.75%	$161,553,438	$3,333,998	47,680,521 TNC	2,310,424,689 TNC	https://coinmarketcap.com/currencies/tnc-coin/historical-data/?start=20100101&end=20210101
226	Helper Search Token	HSN	$0.018005	1.88%	18.44%	$152,678,360	$0	0 HSN	8,479,947,437 HSN	https://coinmarketcap.com/currencies/helper-search-token/historical-data/?start=20100101&end=20210101
227	NewYork Exchange	NYE	$20.05	7.74%	17.80%	$142,142,454	$753,487	37,584 NYE	7,090,060 NYE	https://coinmarketcap.com/currencies/newyork-exchange/historical-data/?start=20100101&end=20210101
228	Huobi BTC	HBTC	$29,355.10	10.30%	31.68%	$141,202,913	$382,460	13 HBTC	4,810 HBTC	https://coinmarketcap.com/currencies/huobi-btc/historical-data/?start=20100101&end=20210101
229	Sologenic	SOLO	$0.700345	11.40%	5.72%	$140,070,341	$657,658	939,048 SOLO	200,001,808 SOLO	https://coinmarketcap.com/currencies/sologenic/historical-data/?start=20100101&end=20210101
230	Bitcoin BEP2	BTCB	$26,839.04	3.20%	17.58%	$134,161,165	$38,709	1 BTCB	4,999 BTCB	https://coinmarketcap.com/currencies/bitcoin-bep2/historical-data/?start=20100101&end=20210101
231	Neutrino USD	USDN	$0.996891	0.26%	0.41%	$130,047,562	$2,435,671	2,443,266 USDN	130,453,101 USDN	https://coinmarketcap.com/currencies/neutrino-usd/historical-data/?start=20100101&end=20210101
232	Bridge Oracle	BRG	$0.015341	26.75%	53.14%	$122,762,378	$1,660,596	108,244,636 BRG	8,002,167,205 BRG	https://coinmarketcap.com/currencies/bridge-oracle/historical-data/?start=20100101&end=20210101
233	Vitae	VITAE	$6.30	7.15%	17.92%	$122,706,604	$1,482,638	235,266 VITAE	19,471,178 VITAE	https://coinmarketcap.com/currencies/vitae/historical-data/?start=20100101&end=20210101
234	GreenPower	GRN	$0.033462	5.27%	5.49%	$108,140,711	$688	20,568 GRN	3,231,699,360 GRN	https://coinmarketcap.com/currencies/greenpower/historical-data/?start=20100101&end=20210101
235	Keep Network	KEEP	$0.231348	4.56%	0.33%	$104,904,214	$814,644	3,521,293 KEEP	453,447,770 KEEP	https://coinmarketcap.com/currencies/keep-network/historical-data/?start=20100101&end=20210101
236	MimbleWimbleCoin	MWC	$9.58	5.48%	133.92%	$102,348,059	$816,229	85,208 MWC	10,684,355 MWC	https://coinmarketcap.com/currencies/mimblewimblecoin/historical-data/?start=20100101&end=20210101
237	Idea Chain Coin	ICH	$1.99	3.10%	18.58%	$101,826,242	$385,564	194,066 ICH	51,252,304 ICH	https://coinmarketcap.com/currencies/idea-chain-coin/historical-data/?start=20100101&end=20210101
238	YUSRA	YUSRA	$2.78	4.38%	13.03%	$101,577,241	$143,955	51,739 YUSRA	36,508,013 YUSRA	https://coinmarketcap.com/currencies/yusra/historical-data/?start=20100101&end=20210101
239	Darma Cash	DMCH	$0.474557	8.89%	34.13%	$100,169,674	$643,365	1,355,716 DMCH	211,080,330 DMCH	https://coinmarketcap.com/currencies/darma-cash/historical-data/?start=20100101&end=20210101
240	Elitium	EUM	$3.32	0.99%	16.09%	$99,821,787	$104,481	31,491 EUM	30,086,253 EUM	https://coinmarketcap.com/currencies/elitium/historical-data/?start=20100101&end=20210101
241	Poseidon Network	QQQ	$0.045431	10.24%	12.62%	$97,808,195	$1,173,571	25,831,698 QQQ	2,152,875,408 QQQ	https://coinmarketcap.com/currencies/poseidon-network/historical-data/?start=20100101&end=20210101
242	Mobilian Coin	MBN	$0.680395	0.83%	11.92%	$96,271,983	$2,267,971	3,333,317 MBN	141,494,300 MBN	https://coinmarketcap.com/currencies/mobilian-coin/historical-data/?start=20100101&end=20210101
243	Bloomzed Loyalty Club Ticket	BLCT	$2.34	6.31%	9.76%	$88,902,096	$134,086	57,313 BLCT	38,000,000 BLCT	https://coinmarketcap.com/currencies/bloomzed-token/historical-data/?start=20100101&end=20210101
